Date	Annee	Mois	jour	Qls	Qm3s
19500309	1950	3	9	20300	20.30
19500310	1950	3	10	19500	19.50
19500311	1950	3	11	17300	17.30
19500312	1950	3	12	17100	17.10
19500313	1950	3	13	15800	15.80
19500314	1950	3	14	11900	11.90
19500315	1950	3	15	11700	11.70
19500316	1950	3	16	11700	11.70
19500317	1950	3	17	11700	11.70
19500318	1950	3	18	11700	11.70
19500319	1950	3	19	11700	11.70
19500320	1950	3	20	11100	11.10
19500321	1950	3	21	9440	9.44
19500322	1950	3	22	9340	9.34
19500323	1950	3	23	9340	9.34
19500324	1950	3	24	9340	9.34
19500325	1950	3	25	9340	9.34
19500326	1950	3	26	8950	8.95
19500327	1950	3	27	7850	7.85
19500328	1950	3	28	7780	7.78
19500329	1950	3	29	7780	7.78
19500330	1950	3	30	7780	7.78
19500331	1950	3	31	7780	7.78
19500401	1950	4	1	7780	7.78
19500402	1950	4	2	7780	7.78
19500403	1950	4	3	7780	7.78
19500404	1950	4	4	7780	7.78
19500405	1950	4	5	7780	7.78
19500406	1950	4	6	7780	7.78
19500407	1950	4	7	7780	7.78
19500408	1950	4	8	7780	7.78
19500409	1950	4	9	7780	7.78
19500410	1950	4	10	7780	7.78
19500411	1950	4	11	7780	7.78
19500412	1950	4	12	7780	7.78
19500413	1950	4	13	9350	9.35
19500414	1950	4	14	13800	13.80
19500415	1950	4	15	14000	14.00
19500416	1950	4	16	14000	14.00
19500417	1950	4	17	14000	14.00
19500418	1950	4	18	14000	14.00
19500419	1950	4	19	14000	14.00
19500420	1950	4	20	14000	14.00
19500421	1950	4	21	16400	16.40
19500422	1950	4	22	25300	25.30
19500423	1950	4	23	31600	31.60
19500424	1950	4	24	29800	29.80
19500425	1950	4	25	31000	31.00
19500426	1950	4	26	34800	34.80
19500427	1950	4	27	34100	34.10
19500428	1950	4	28	31300	31.30
19500429	1950	4	29	30200	30.20
19500430	1950	4	30	27400	27.40
19500501	1950	5	1	25900	25.90
19500502	1950	5	2	22100	22.10
19500503	1950	5	3	21800	21.80
19500504	1950	5	4	21200	21.20
19500505	1950	5	5	19000	19.00
19500506	1950	5	6	17200	17.20
19500507	1950	5	7	16400	16.40
19500508	1950	5	8	14200	14.20
19500509	1950	5	9	14000	14.00
19500510	1950	5	10	14000	14.00
19500511	1950	5	11	14000	14.00
19500512	1950	5	12	14000	14.00
19500513	1950	5	13	14000	14.00
19500514	1950	5	14	13400	13.40
19500515	1950	5	15	11800	11.80
19500516	1950	5	16	11700	11.70
19500517	1950	5	17	11100	11.10
19500518	1950	5	18	9440	9.44
19500519	1950	5	19	9340	9.34
19500520	1950	5	20	9340	9.34
19500521	1950	5	21	8950	8.95
19500522	1950	5	22	7850	7.85
19500523	1950	5	23	7780	7.78
19500524	1950	5	24	7780	7.78
19500525	1950	5	25	7780	7.78
19500526	1950	5	26	7780	7.78
19500527	1950	5	27	7780	7.78
19500528	1950	5	28	7780	7.78
19500529	1950	5	29	7780	7.78
19500530	1950	5	30	7780	7.78
19500531	1950	5	31	7780	7.78
19500601	1950	6	1	7780	7.78
19500602	1950	6	2	7780	7.78
19500603	1950	6	3	7780	7.78
19500604	1950	6	4	7400	7.40
19500605	1950	6	5	6370	6.37
19500606	1950	6	6	6310	6.31
19500607	1950	6	7	5770	5.77
19500608	1950	6	8	4370	4.37
19500609	1950	6	9	4300	4.30
19500610	1950	6	10	4300	4.30
19500611	1950	6	11	3900	3.90
19500612	1950	6	12	2900	2.90
19500613	1950	6	13	2850	2.85
19500614	1950	6	14	2850	2.85
19500615	1950	6	15	2850	2.85
19500616	1950	6	16	2850	2.85
19500617	1950	6	17	2850	2.85
19500618	1950	6	18	2850	2.85
19500619	1950	6	19	2850	2.85
19500620	1950	6	20	2850	2.85
19500621	1950	6	21	2850	2.85
19500622	1950	6	22	2850	2.85
19500623	1950	6	23	2850	2.85
19500624	1950	6	24	2850	2.85
19500625	1950	6	25	2850	2.85
19500626	1950	6	26	2850	2.85
19500627	1950	6	27	2480	2.48
19500628	1950	6	28	1580	1.58
19500629	1950	6	29	1540	1.54
19500630	1950	6	30	1540	1.54
19500701	1950	7	1	1540	1.54
19500702	1950	7	2	1540	1.54
19500703	1950	7	3	1540	1.54
19500704	1950	7	4	1540	1.54
19500705	1950	7	5	1540	1.54
19500706	1950	7	6	1540	1.54
19500707	1950	7	7	1540	1.54
19500708	1950	7	8	1540	1.54
19500709	1950	7	9	1540	1.54
19500710	1950	7	10	1540	1.54
19500711	1950	7	11	1540	1.54
19500712	1950	7	12	1540	1.54
19500713	1950	7	13	1540	1.54
19500714	1950	7	14	1540	1.54
19500715	1950	7	15	1540	1.54
19500716	1950	7	16	1540	1.54
19500717	1950	7	17	1540	1.54
19500718	1950	7	18	1540	1.54
19500719	1950	7	19	1540	1.54
19500720	1950	7	20	1540	1.54
19500721	1950	7	21	1540	1.54
19500722	1950	7	22	1540	1.54
19500723	1950	7	23	1540	1.54
19500724	1950	7	24	1540	1.54
19500725	1950	7	25	1540	1.54
19500726	1950	7	26	1540	1.54
19500727	1950	7	27	1540	1.54
19500728	1950	7	28	1540	1.54
19500729	1950	7	29	1540	1.54
19500730	1950	7	30	1540	1.54
19500731	1950	7	31	1540	1.54
19500801	1950	8	1	1540	1.54
19500802	1950	8	2	1540	1.54
19500803	1950	8	3	1540	1.54
19500804	1950	8	4	1540	1.54
19500805	1950	8	5	1540	1.54
19500806	1950	8	6	1540	1.54
19500807	1950	8	7	1540	1.54
19500808	1950	8	8	1540	1.54
19500809	1950	8	9	1540	1.54
19500810	1950	8	10	1540	1.54
19500811	1950	8	11	1540	1.54
19500812	1950	8	12	1540	1.54
19500813	1950	8	13	1540	1.54
19500814	1950	8	14	1540	1.54
19500815	1950	8	15	1540	1.54
19500816	1950	8	16	1540	1.54
19500817	1950	8	17	1540	1.54
19500818	1950	8	18	1540	1.54
19500819	1950	8	19	1540	1.54
19500820	1950	8	20	1540	1.54
19500821	1950	8	21	1540	1.54
19500822	1950	8	22	1540	1.54
19500823	1950	8	23	1540	1.54
19500824	1950	8	24	1540	1.54
19500825	1950	8	25	1540	1.54
19500826	1950	8	26	1540	1.54
19500827	1950	8	27	1540	1.54
19500828	1950	8	28	1540	1.54
19500829	1950	8	29	1540	1.54
19500830	1950	8	30	1540	1.54
19500831	1950	8	31	1540	1.54
19500901	1950	9	1	1540	1.54
19500902	1950	9	2	1540	1.54
19500903	1950	9	3	1820	1.82
19500904	1950	9	4	2780	2.78
19500905	1950	9	5	2850	2.85
19500906	1950	9	6	2850	2.85
19500907	1950	9	7	2850	2.85
19500908	1950	9	8	2850	2.85
19500909	1950	9	9	2850	2.85
19500910	1950	9	10	2850	2.85
19500911	1950	9	11	2850	2.85
19500912	1950	9	12	2850	2.85
19500913	1950	9	13	2850	2.85
19500914	1950	9	14	2850	2.85
19500915	1950	9	15	2850	2.85
19500916	1950	9	16	2850	2.85
19500917	1950	9	17	2480	2.48
19500918	1950	9	18	1580	1.58
19500919	1950	9	19	1540	1.54
19500920	1950	9	20	1540	1.54
19500921	1950	9	21	1820	1.82
19500922	1950	9	22	2780	2.78
19500923	1950	9	23	2850	2.85
19500924	1950	9	24	2850	2.85
19500925	1950	9	25	2850	2.85
19500926	1950	9	26	2850	2.85
19500927	1950	9	27	2850	2.85
19500928	1950	9	28	2850	2.85
19500929	1950	9	29	3060	3.06
19500930	1950	9	30	3700	3.70
19501001	1950	10	1	3740	3.74
19501002	1950	10	2	3740	3.74
19501003	1950	10	3	3740	3.74
19501004	1950	10	4	3740	3.74
19501005	1950	10	5	3510	3.51
19501006	1950	10	6	2880	2.88
19501007	1950	10	7	2850	2.85
19501008	1950	10	8	2850	2.85
19501009	1950	10	9	3180	3.18
19501010	1950	10	10	4220	4.22
19501011	1950	10	11	3900	3.90
19501012	1950	10	12	2900	2.90
19501013	1950	10	13	2850	2.85
19501014	1950	10	14	2850	2.85
19501015	1950	10	15	2850	2.85
19501016	1950	10	16	2850	2.85
19501017	1950	10	17	2850	2.85
19501018	1950	10	18	2850	2.85
19501019	1950	10	19	2850	2.85
19501020	1950	10	20	2850	2.85
19501021	1950	10	21	2850	2.85
19501022	1950	10	22	2850	2.85
19501023	1950	10	23	2850	2.85
19501024	1950	10	24	2850	2.85
19501025	1950	10	25	2850	2.85
19501026	1950	10	26	2850	2.85
19501027	1950	10	27	2850	2.85
19501028	1950	10	28	2850	2.85
19501029	1950	10	29	2850	2.85
19501030	1950	10	30	2850	2.85
19501031	1950	10	31	2850	2.85
19501101	1950	11	1	2850	2.85
19501102	1950	11	2	2850	2.85
19501103	1950	11	3	2850	2.85
19501104	1950	11	4	2850	2.85
19501105	1950	11	5	3560	3.56
19501106	1950	11	6	5590	5.59
19501107	1950	11	7	4370	4.37
19501108	1950	11	8	4300	4.30
19501109	1950	11	9	4300	4.30
19501110	1950	11	10	4760	4.76
19501111	1950	11	11	6220	6.22
19501112	1950	11	12	7050	7.05
19501113	1950	11	13	11600	11.60
19501114	1950	11	14	18700	18.70
19501115	1950	11	15	20200	20.20
19501116	1950	11	16	21000	21.00
19501117	1950	11	17	23200	23.20
19501118	1950	11	18	23400	23.40
19501119	1950	11	19	22600	22.60
19501120	1950	11	20	20400	20.40
19501121	1950	11	21	20300	20.30
19501122	1950	11	22	20300	20.30
19501123	1950	11	23	20300	20.30
19501124	1950	11	24	24200	24.20
19501125	1950	11	25	42700	42.70
19501126	1950	11	26	73000	73.00
19501127	1950	11	27	71400	71.40
19501128	1950	11	28	51000	51.00
19501129	1950	11	29	47300	47.30
19501130	1950	11	30	50300	50.30
19501201	1950	12	1	47400	47.40
19501202	1950	12	2	52400	52.40
19501203	1950	12	3	68700	68.70
19501204	1950	12	4	76300	76.30
19501205	1950	12	5	48100	48.10
19501206	1950	12	6	36000	36.00
19501207	1950	12	7	34400	34.40
19501208	1950	12	8	33500	33.50
19501209	1950	12	9	30500	30.50
19501210	1950	12	10	28200	28.20
19501211	1950	12	11	30000	30.00
19501212	1950	12	12	35100	35.10
19501213	1950	12	13	34400	34.40
19501214	1950	12	14	33500	33.50
19501215	1950	12	15	31300	31.30
19501216	1950	12	16	31200	31.20
19501217	1950	12	17	31200	31.20
19501218	1950	12	18	30400	30.40
19501219	1950	12	19	28200	28.20
19501220	1950	12	20	27700	27.70
19501221	1950	12	21	26600	26.60
19501222	1950	12	22	26500	26.50
19501223	1950	12	23	26100	26.10
19501224	1950	12	24	25000	25.00
19501225	1950	12	25	24500	24.50
19501226	1950	12	26	23400	23.40
19501227	1950	12	27	23400	23.40
19501228	1950	12	28	23400	23.40
19501229	1950	12	29	23400	23.40
19501230	1950	12	30	23400	23.40
19501231	1950	12	31	23800	23.80
19510101	1951	1	1	26000	26.00
19510102	1951	1	2	31800	31.80
19510103	1951	1	3	40600	40.60
19510104	1951	1	4	37500	37.50
19510105	1951	1	5	35500	35.50
19510106	1951	1	6	34000	34.00
19510107	1951	1	7	32800	32.80
19510108	1951	1	8	32700	32.70
19510109	1951	1	9	32700	32.70
19510110	1951	1	10	32700	32.70
19510111	1951	1	11	32300	32.30
19510112	1951	1	12	31200	31.20
19510113	1951	1	13	30200	30.20
19510114	1951	1	14	27400	27.40
19510115	1951	1	15	27300	27.30
19510116	1951	1	16	26700	26.70
19510117	1951	1	17	30500	30.50
19510118	1951	1	18	46300	46.30
19510119	1951	1	19	47300	47.30
19510120	1951	1	20	49500	49.50
19510121	1951	1	21	59100	59.10
19510122	1951	1	22	51000	51.00
19510123	1951	1	23	45200	45.20
19510124	1951	1	24	41800	41.80
19510125	1951	1	25	37700	37.70
19510126	1951	1	26	36800	36.80
19510127	1951	1	27	34200	34.20
19510128	1951	1	28	31300	31.30
19510129	1951	1	29	31200	31.20
19510130	1951	1	30	30200	30.20
19510131	1951	1	31	26500	26.50
19510201	1951	2	1	23600	23.60
19510202	1951	2	2	22400	22.40
19510203	1951	2	3	19600	19.60
19510204	1951	2	4	19500	19.50
19510215	1951	2	15	26300	26.30
19510216	1951	2	16	23500	23.50
19510217	1951	2	17	24400	24.40
19510218	1951	2	18	30000	30.00
19510219	1951	2	19	37500	37.50
19510220	1951	2	20	35000	35.00
19510221	1951	2	21	33500	33.50
19510222	1951	2	22	32300	32.30
19510223	1951	2	23	34900	34.90
19510224	1951	2	24	35100	35.10
19510225	1951	2	25	35100	35.10
19510306	1951	3	6	19100	19.10
19510307	1951	3	7	17400	17.40
19510308	1951	3	8	15700	15.70
19510309	1951	3	9	15600	15.60
19510310	1951	3	10	15600	15.60
19510311	1951	3	11	15600	15.60
19510312	1951	3	12	15600	15.60
19510313	1951	3	13	15600	15.60
19510314	1951	3	14	17100	17.10
19510315	1951	3	15	21000	21.00
19510316	1951	3	16	19600	19.60
19510317	1951	3	17	19500	19.50
19510318	1951	3	18	20800	20.80
19510319	1951	3	19	25900	25.90
19510320	1951	3	20	38400	38.40
19510321	1951	3	21	45200	45.20
19510322	1951	3	22	37000	37.00
19510323	1951	3	23	30000	30.00
19510324	1951	3	24	29000	29.00
19510325	1951	3	25	27400	27.40
19510326	1951	3	26	28300	28.30
19510327	1951	3	27	33000	33.00
19510328	1951	3	28	37500	37.50
19510329	1951	3	29	29900	29.90
19510330	1951	3	30	28700	28.70
19510331	1951	3	31	27400	27.40
19510401	1951	4	1	27300	27.30
19510402	1951	4	2	27300	27.30
19510403	1951	4	3	27300	27.30
19510404	1951	4	4	26700	26.70
19510405	1951	4	5	24300	24.30
19510406	1951	4	6	22000	22.00
19510407	1951	4	7	21800	21.80
19510408	1951	4	8	22600	22.60
19510409	1951	4	9	27000	27.00
19510410	1951	4	10	39900	39.90
19510411	1951	4	11	41600	41.60
19510412	1951	4	12	31200	31.20
19510413	1951	4	13	29700	29.70
19510414	1951	4	14	29600	29.60
19510415	1951	4	15	29000	29.00
19510416	1951	4	16	26800	26.80
19510417	1951	4	17	24600	24.60
19510418	1951	4	18	23400	23.40
19510419	1951	4	19	23400	23.40
19510420	1951	4	20	23000	23.00
19510421	1951	4	21	21300	21.30
19510422	1951	4	22	19600	19.60
19510423	1951	4	23	19500	19.50
19510424	1951	4	24	19500	19.50
19510425	1951	4	25	18900	18.90
19510426	1951	4	26	17200	17.20
19510427	1951	4	27	16700	16.70
19510428	1951	4	28	15600	15.60
19510429	1951	4	29	15200	15.20
19510430	1951	4	30	14100	14.10
19510501	1951	5	1	14000	14.00
19510502	1951	5	2	14000	14.00
19510503	1951	5	3	14000	14.00
19510504	1951	5	4	14000	14.00
19510505	1951	5	5	14000	14.00
19510506	1951	5	6	14000	14.00
19510507	1951	5	7	14000	14.00
19510508	1951	5	8	14000	14.00
19510509	1951	5	9	13400	13.40
19510510	1951	5	10	11800	11.80
19510511	1951	5	11	11700	11.70
19510512	1951	5	12	11700	11.70
19510513	1951	5	13	11700	11.70
19510514	1951	5	14	11100	11.10
19510515	1951	5	15	9440	9.44
19510516	1951	5	16	9340	9.34
19510517	1951	5	17	9340	9.34
19510518	1951	5	18	9340	9.34
19510519	1951	5	19	9340	9.34
19510520	1951	5	20	8950	8.95
19510521	1951	5	21	7850	7.85
19510522	1951	5	22	7780	7.78
19510523	1951	5	23	7780	7.78
19510524	1951	5	24	7400	7.40
19510525	1951	5	25	6370	6.37
19510526	1951	5	26	6310	6.31
19510527	1951	5	27	6310	6.31
19510528	1951	5	28	6670	6.67
19510529	1951	5	29	7710	7.71
19510530	1951	5	30	7780	7.78
19510531	1951	5	31	8750	8.75
19510601	1951	6	1	16000	16.00
19510602	1951	6	2	27300	27.30
19510603	1951	6	3	25200	25.20
19510604	1951	6	4	28800	28.80
19510605	1951	6	5	26000	26.00
19510606	1951	6	6	22100	22.10
19510607	1951	6	7	22200	22.20
19510608	1951	6	8	24300	24.30
19510609	1951	6	9	27700	27.70
19510610	1951	6	10	28000	28.00
19510611	1951	6	11	23600	23.60
19510612	1951	6	12	23000	23.00
19510613	1951	6	13	21100	21.10
19510614	1951	6	14	18000	18.00
19510615	1951	6	15	14900	14.90
19510616	1951	6	16	13800	13.80
19510617	1951	6	17	16500	16.50
19510618	1951	6	18	16600	16.60
19510619	1951	6	19	19300	19.30
19510620	1951	6	20	18900	18.90
19510621	1951	6	21	17200	17.20
19510622	1951	6	22	28200	28.20
19510623	1951	6	23	72300	72.30
19510624	1951	6	24	81700	81.70
19510625	1951	6	25	69000	69.00
19510626	1951	6	26	46800	46.80
19510627	1951	6	27	38900	38.90
19510628	1951	6	28	33100	33.10
19510629	1951	6	29	32700	32.70
19510630	1951	6	30	32000	32.00
19510701	1951	7	1	29200	29.20
19510702	1951	7	2	26800	26.80
19510703	1951	7	3	24600	24.60
19510704	1951	7	4	22500	22.50
19510705	1951	7	5	18700	18.70
19510706	1951	7	6	15400	15.40
19510707	1951	7	7	14100	14.10
19510708	1951	7	8	13400	13.40
19510709	1951	7	9	11800	11.80
19510710	1951	7	10	11700	11.70
19510711	1951	7	11	11700	11.70
19510712	1951	7	12	11700	11.70
19510713	1951	7	13	11700	11.70
19510714	1951	7	14	11700	11.70
19510715	1951	7	15	11700	11.70
19510716	1951	7	16	11700	11.70
19510717	1951	7	17	11100	11.10
19510718	1951	7	18	9440	9.44
19510719	1951	7	19	9340	9.34
19510720	1951	7	20	9340	9.34
19510721	1951	7	21	9340	9.34
19510722	1951	7	22	9340	9.34
19510723	1951	7	23	9340	9.34
19510724	1951	7	24	9340	9.34
19510725	1951	7	25	8950	8.95
19510726	1951	7	26	7850	7.85
19510727	1951	7	27	7780	7.78
19510728	1951	7	28	7780	7.78
19510729	1951	7	29	7780	7.78
19510730	1951	7	30	7040	7.04
19510731	1951	7	31	4440	4.44
19510801	1951	8	1	2920	2.92
19510802	1951	8	2	2850	2.85
19510803	1951	8	3	2850	2.85
19510804	1951	8	4	2850	2.85
19510805	1951	8	5	2650	2.65
19510806	1951	8	6	2140	2.14
19510807	1951	8	7	2480	2.48
19510808	1951	8	8	3670	3.67
19510809	1951	8	9	4320	4.32
19510810	1951	8	10	6190	6.19
19510811	1951	8	11	6310	6.31
19510812	1951	8	12	6310	6.31
19510813	1951	8	13	5290	5.29
19510814	1951	8	14	2960	2.96
19510815	1951	8	15	2850	2.85
19510816	1951	8	16	2650	2.65
19510817	1951	8	17	2140	2.14
19510818	1951	8	18	2110	2.11
19510819	1951	8	19	2110	2.11
19510820	1951	8	20	2110	2.11
19510821	1951	8	21	2110	2.11
19510822	1951	8	22	2110	2.11
19510823	1951	8	23	2110	2.11
19510824	1951	8	24	2110	2.11
19510825	1951	8	25	2110	2.11
19510826	1951	8	26	2110	2.11
19510827	1951	8	27	2110	2.11
19510828	1951	8	28	2110	2.11
19510829	1951	8	29	2110	2.11
19510830	1951	8	30	2110	2.11
19510831	1951	8	31	2110	2.11
19510901	1951	9	1	2110	2.11
19510902	1951	9	2	2110	2.11
19510903	1951	9	3	2110	2.11
19510904	1951	9	4	2110	2.11
19510905	1951	9	5	2110	2.11
19510906	1951	9	6	2110	2.11
19510907	1951	9	7	2110	2.11
19510908	1951	9	8	2110	2.11
19510909	1951	9	9	2110	2.11
19510910	1951	9	10	1960	1.96
19510911	1951	9	11	1560	1.56
19510912	1951	9	12	1540	1.54
19510913	1951	9	13	1540	1.54
19510914	1951	9	14	1540	1.54
19510915	1951	9	15	1540	1.54
19510916	1951	9	16	1540	1.54
19510917	1951	9	17	1540	1.54
19510918	1951	9	18	1540	1.54
19510919	1951	9	19	1540	1.54
19510920	1951	9	20	1540	1.54
19510921	1951	9	21	1540	1.54
19510922	1951	9	22	1540	1.54
19510923	1951	9	23	1540	1.54
19510924	1951	9	24	1670	1.67
19510925	1951	9	25	2090	2.09
19510926	1951	9	26	2110	2.11
19510927	1951	9	27	2110	2.11
19510928	1951	9	28	2110	2.11
19510929	1951	9	29	2110	2.11
19510930	1951	9	30	2110	2.11
19511001	1951	10	1	2110	2.11
19511002	1951	10	2	2110	2.11
19511003	1951	10	3	2110	2.11
19511004	1951	10	4	2110	2.11
19511005	1951	10	5	2110	2.11
19511006	1951	10	6	2110	2.11
19511007	1951	10	7	2110	2.11
19511008	1951	10	8	2110	2.11
19511009	1951	10	9	2110	2.11
19511010	1951	10	10	2110	2.11
19511011	1951	10	11	2110	2.11
19511012	1951	10	12	2110	2.11
19511013	1951	10	13	2110	2.11
19511014	1951	10	14	2110	2.11
19511015	1951	10	15	1960	1.96
19511016	1951	10	16	1560	1.56
19511017	1951	10	17	1540	1.54
19511018	1951	10	18	1540	1.54
19511019	1951	10	19	1540	1.54
19511020	1951	10	20	1540	1.54
19511021	1951	10	21	1540	1.54
19511022	1951	10	22	1540	1.54
19511023	1951	10	23	1540	1.54
19511024	1951	10	24	1540	1.54
19511025	1951	10	25	1540	1.54
19511026	1951	10	26	1540	1.54
19511027	1951	10	27	1540	1.54
19511028	1951	10	28	1670	1.67
19511029	1951	10	29	2090	2.09
19511030	1951	10	30	2110	2.11
19511031	1951	10	31	2280	2.28
19511101	1951	11	1	2810	2.81
19511102	1951	11	2	2850	2.85
19511103	1951	11	3	2850	2.85
19511104	1951	11	4	3180	3.18
19511105	1951	11	5	4220	4.22
19511106	1951	11	6	4300	4.30
19511107	1951	11	7	4300	4.30
19511108	1951	11	8	4300	4.30
19511109	1951	11	9	6030	6.03
19511110	1951	11	10	15300	15.30
19511111	1951	11	11	46800	46.80
19511112	1951	11	12	44700	44.70
19511113	1951	11	13	38900	38.90
19511114	1951	11	14	35900	35.90
19511115	1951	11	15	30500	30.50
19511116	1951	11	16	26500	26.50
19511117	1951	11	17	23200	23.20
19511118	1951	11	18	21300	21.30
19511119	1951	11	19	41600	41.60
19511120	1951	11	20	108000	108.00
19511121	1951	11	21	60400	60.40
19511122	1951	11	22	65600	65.60
19511123	1951	11	23	46700	46.70
19511124	1951	11	24	48200	48.20
19511125	1951	11	25	53700	53.70
19511126	1951	11	26	46000	46.00
19511127	1951	11	27	38500	38.50
19511128	1951	11	28	29600	29.60
19511129	1951	11	29	23700	23.70
19511130	1951	11	30	23000	23.00
19511201	1951	12	1	22300	22.30
19511202	1951	12	2	23300	23.30
19511203	1951	12	3	21800	21.80
19511204	1951	12	4	16600	16.60
19511205	1951	12	5	14200	14.20
19511206	1951	12	6	14000	14.00
19511207	1951	12	7	14000	14.00
19511208	1951	12	8	14800	14.80
19511209	1951	12	9	17400	17.40
19511210	1951	12	10	17900	17.90
19511211	1951	12	11	15700	15.70
19511212	1951	12	12	15200	15.20
19511213	1951	12	13	14100	14.10
19511214	1951	12	14	13400	13.40
19511215	1951	12	15	11800	11.80
19511216	1951	12	16	11100	11.10
19511217	1951	12	17	9440	9.44
19511218	1951	12	18	8950	8.95
19511219	1951	12	19	7850	7.85
19511220	1951	12	20	7780	7.78
19511221	1951	12	21	7780	7.78
19511222	1951	12	22	7780	7.78
19511223	1951	12	23	7400	7.40
19511224	1951	12	24	6370	6.37
19511225	1951	12	25	6310	6.31
19511226	1951	12	26	6310	6.31
19511227	1951	12	27	6310	6.31
19511228	1951	12	28	7430	7.43
19511229	1951	12	29	11500	11.50
19511230	1951	12	30	14700	14.70
19511231	1951	12	31	17600	17.60
19520101	1952	1	1	25900	25.90
19520102	1952	1	2	42900	42.90
19520103	1952	1	3	46100	46.10
19520104	1952	1	4	55900	55.90
19520105	1952	1	5	55400	55.40
19520106	1952	1	6	49700	49.70
19520107	1952	1	7	42400	42.40
19520108	1952	1	8	38000	38.00
19520109	1952	1	9	34100	34.10
19520110	1952	1	10	37400	37.40
19520111	1952	1	11	61200	61.20
19520112	1952	1	12	115000	115.00
19520113	1952	1	13	111000	111.00
19520114	1952	1	14	83500	83.50
19520115	1952	1	15	47200	47.20
19520116	1952	1	16	35600	35.60
19520117	1952	1	17	34000	34.00
19520118	1952	1	18	38200	38.20
19520119	1952	1	19	41900	41.90
19520120	1952	1	20	41400	41.40
19520121	1952	1	21	32900	32.90
19520122	1952	1	22	26800	26.80
19520123	1952	1	23	22500	22.50
19520124	1952	1	24	18200	18.20
19520125	1952	1	25	19300	19.30
19520126	1952	1	26	16900	16.90
19520127	1952	1	27	15300	15.30
19520128	1952	1	28	14100	14.10
19520129	1952	1	29	14000	14.00
19520130	1952	1	30	14800	14.80
19520131	1952	1	31	22400	22.40
19520201	1952	2	1	57600	57.60
19520202	1952	2	2	48400	48.40
19520203	1952	2	3	43000	43.00
19520204	1952	2	4	63500	63.50
19520205	1952	2	5	55600	55.60
19520206	1952	2	6	37500	37.50
19520207	1952	2	7	31400	31.40
19520208	1952	2	8	61900	61.90
19520209	1952	2	9	105000	105.00
19520210	1952	2	10	69900	69.90
19520211	1952	2	11	56300	56.30
19520212	1952	2	12	92400	92.40
19520213	1952	2	13	126000	126.00
19520214	1952	2	14	77200	77.20
19520215	1952	2	15	55200	55.20
19520216	1952	2	16	48400	48.40
19520217	1952	2	17	36600	36.60
19520218	1952	2	18	26800	26.80
19520219	1952	2	19	23500	23.50
19520220	1952	2	20	23400	23.40
19520221	1952	2	21	23400	23.40
19520222	1952	2	22	23000	23.00
19520223	1952	2	23	21300	21.30
19520224	1952	2	24	19600	19.60
19520225	1952	2	25	19500	19.50
19520226	1952	2	26	18500	18.50
19520227	1952	2	27	15700	15.70
19520228	1952	2	28	15600	15.60
19520229	1952	2	29	15600	15.60
19520301	1952	3	1	15600	15.60
19520302	1952	3	2	15600	15.60
19520303	1952	3	3	16000	16.00
19520304	1952	3	4	17100	17.10
19520305	1952	3	5	17100	17.10
19520306	1952	3	6	17700	17.70
19520307	1952	3	7	19400	19.40
19520308	1952	3	8	19500	19.50
19520309	1952	3	9	19500	19.50
19520310	1952	3	10	19500	19.50
19520311	1952	3	11	19500	19.50
19520312	1952	3	12	19500	19.50
19520313	1952	3	13	19500	19.50
19520314	1952	3	14	19500	19.50
19520315	1952	3	15	18500	18.50
19520316	1952	3	16	15700	15.70
19520317	1952	3	17	15200	15.20
19520318	1952	3	18	14100	14.10
19520319	1952	3	19	14000	14.00
19520320	1952	3	20	14000	14.00
19520321	1952	3	21	14000	14.00
19520322	1952	3	22	14400	14.40
19520323	1952	3	23	16500	16.50
19520324	1952	3	24	23200	23.20
19520325	1952	3	25	40500	40.50
19520326	1952	3	26	56700	56.70
19520327	1952	3	27	42000	42.00
19520328	1952	3	28	41500	41.50
19520329	1952	3	29	57000	57.00
19520330	1952	3	30	50500	50.50
19520331	1952	3	31	65800	65.80
19520401	1952	4	1	106000	106.00
19520402	1952	4	2	115000	115.00
19520403	1952	4	3	80600	80.60
19520404	1952	4	4	56600	56.60
19520405	1952	4	5	44800	44.80
19520406	1952	4	6	34200	34.20
19520407	1952	4	7	28300	28.30
19520408	1952	4	8	22700	22.70
19520409	1952	4	9	19600	19.60
19520410	1952	4	10	18500	18.50
19520411	1952	4	11	14800	14.80
19520412	1952	4	12	11800	11.80
19520413	1952	4	13	11700	11.70
19520414	1952	4	14	11700	11.70
19520415	1952	4	15	10700	10.70
19520416	1952	4	16	7950	7.95
19520417	1952	4	17	7780	7.78
19520418	1952	4	18	7780	7.78
19520419	1952	4	19	7780	7.78
19520420	1952	4	20	7780	7.78
19520421	1952	4	21	7780	7.78
19520422	1952	4	22	7780	7.78
19520423	1952	4	23	7780	7.78
19520424	1952	4	24	7780	7.78
19520425	1952	4	25	7780	7.78
19520426	1952	4	26	7780	7.78
19520427	1952	4	27	7780	7.78
19520428	1952	4	28	7780	7.78
19520429	1952	4	29	7780	7.78
19520430	1952	4	30	7410	7.41
19520501	1952	5	1	6370	6.37
19520502	1952	5	2	6310	6.31
19520503	1952	5	3	6310	6.31
19520504	1952	5	4	6310	6.31
19520505	1952	5	5	6310	6.31
19520506	1952	5	6	6310	6.31
19520507	1952	5	7	6310	6.31
19520508	1952	5	8	6310	6.31
19520509	1952	5	9	6310	6.31
19520510	1952	5	10	6310	6.31
