Date	Annee	Mois	jour	Qls	Qm3s
19000901	1900	9	1	5830	5.83
19000902	1900	9	2	4370	4.37
19000903	1900	9	3	4590	4.59
19000904	1900	9	4	5020	5.02
19000905	1900	9	5	3580	3.58
19000906	1900	9	6	2690	2.69
19000907	1900	9	7	1990	1.99
19000908	1900	9	8	1620	1.62
19000909	1900	9	9	1590	1.59
19000910	1900	9	10	1010	1.01
19000911	1900	9	11	791	0.79
19000912	1900	9	12	885	0.89
19000913	1900	9	13	816	0.82
19000914	1900	9	14	589	0.59
19000915	1900	9	15	460	0.46
19000916	1900	9	16	440	0.44
19000917	1900	9	17	660	0.66
19000918	1900	9	18	211	0.21
19000919	1900	9	19	91	0.09
19000920	1900	9	20	152	0.15
19000921	1900	9	21	137	0.14
19000922	1900	9	22	38	0.04
19000923	1900	9	23	64	0.06
19000924	1900	9	24	336	0.34
19000925	1900	9	25	1650	1.65
19000926	1900	9	26	10300	10.30
19000927	1900	9	27	14300	14.30
19000928	1900	9	28	11800	11.80
19000929	1900	9	29	11900	11.90
19000930	1900	9	30	12800	12.80
19001001	1900	10	1	12800	12.80
19001002	1900	10	2	10700	10.70
19001003	1900	10	3	14200	14.20
19001004	1900	10	4	14700	14.70
19001005	1900	10	5	12000	12.00
19001006	1900	10	6	9830	9.83
19001007	1900	10	7	8230	8.23
19001008	1900	10	8	6550	6.55
19001009	1900	10	9	4670	4.67
19001010	1900	10	10	3920	3.92
19001011	1900	10	11	4270	4.27
19001012	1900	10	12	3900	3.90
19001013	1900	10	13	3110	3.11
19001014	1900	10	14	3980	3.98
19001015	1900	10	15	4010	4.01
19001016	1900	10	16	2050	2.05
19001017	1900	10	17	1690	1.69
19001018	1900	10	18	2090	2.09
19001019	1900	10	19	1890	1.89
19001020	1900	10	20	1440	1.44
19001021	1900	10	21	1930	1.93
19001022	1900	10	22	2020	2.02
19001023	1900	10	23	1030	1.03
19001024	1900	10	24	875	0.88
19001025	1900	10	25	1160	1.16
19001026	1900	10	26	1110	1.11
19001027	1900	10	27	1680	1.68
19001028	1900	10	28	1830	1.83
19001029	1900	10	29	2590	2.59
19001030	1900	10	30	2720	2.72
19001031	1900	10	31	4300	4.30
19001101	1900	11	1	3580	3.58
19001102	1900	11	2	4390	4.39
19001103	1900	11	3	4550	4.55
19001104	1900	11	4	4210	4.21
19001105	1900	11	5	5140	5.14
19001106	1900	11	6	3950	3.95
19001107	1900	11	7	3110	3.11
19001108	1900	11	8	3590	3.59
19001109	1900	11	9	3670	3.67
19001110	1900	11	10	6450	6.45
19001111	1900	11	11	11200	11.20
19001112	1900	11	12	10500	10.50
19001113	1900	11	13	9600	9.60
19001114	1900	11	14	10100	10.10
19001115	1900	11	15	10500	10.50
19001116	1900	11	16	12600	12.60
19001117	1900	11	17	15000	15.00
19001118	1900	11	18	16000	16.00
19001119	1900	11	19	20900	20.90
19001120	1900	11	20	19000	19.00
19001121	1900	11	21	17000	17.00
19001122	1900	11	22	16600	16.60
19001123	1900	11	23	17700	17.70
19001124	1900	11	24	19600	19.60
19001125	1900	11	25	21000	21.00
19001126	1900	11	26	23200	23.20
19001127	1900	11	27	22800	22.80
19001128	1900	11	28	24700	24.70
19001129	1900	11	29	32900	32.90
19001130	1900	11	30	27700	27.70
19001201	1900	12	1	22600	22.60
19001202	1900	12	2	19800	19.80
19001203	1900	12	3	19200	19.20
19001204	1900	12	4	21800	21.80
19001205	1900	12	5	40200	40.20
19001206	1900	12	6	56600	56.60
19001207	1900	12	7	71600	71.60
19001208	1900	12	8	71300	71.30
19001209	1900	12	9	51700	51.70
19001210	1900	12	10	34500	34.50
19001211	1900	12	11	28300	28.30
19001212	1900	12	12	23100	23.10
19001213	1900	12	13	20600	20.60
19001214	1900	12	14	18400	18.40
19001215	1900	12	15	17400	17.40
19001216	1900	12	16	18300	18.30
19001217	1900	12	17	17500	17.50
19001218	1900	12	18	12000	12.00
19001219	1900	12	19	11100	11.10
19001220	1900	12	20	9050	9.05
19001221	1900	12	21	8820	8.82
19001222	1900	12	22	11900	11.90
19001223	1900	12	23	13600	13.60
19001224	1900	12	24	14500	14.50
19001225	1900	12	25	13700	13.70
19001226	1900	12	26	12300	12.30
19001227	1900	12	27	11900	11.90
19001228	1900	12	28	12800	12.80
19001229	1900	12	29	13600	13.60
19001230	1900	12	30	13100	13.10
19001231	1900	12	31	14500	14.50
19010101	1901	1	1	13700	13.70
19010102	1901	1	2	12100	12.10
19010103	1901	1	3	11600	11.60
19010104	1901	1	4	12200	12.20
19010105	1901	1	5	9110	9.11
19010106	1901	1	6	7470	7.47
19010107	1901	1	7	6190	6.19
19010108	1901	1	8	5620	5.62
19010109	1901	1	9	6130	6.13
19010110	1901	1	10	7300	7.30
19010111	1901	1	11	6550	6.55
19010112	1901	1	12	6460	6.46
19010113	1901	1	13	5320	5.32
19010114	1901	1	14	5890	5.89
19010115	1901	1	15	4780	4.78
19010116	1901	1	16	4320	4.32
19010117	1901	1	17	4150	4.15
19010118	1901	1	18	4040	4.04
19010119	1901	1	19	5000	5.00
19010120	1901	1	20	5740	5.74
19010121	1901	1	21	7980	7.98
19010122	1901	1	22	12500	12.50
19010123	1901	1	23	11400	11.40
19010124	1901	1	24	10400	10.40
19010125	1901	1	25	10300	10.30
19010126	1901	1	26	9640	9.64
19010127	1901	1	27	17000	17.00
19010128	1901	1	28	34700	34.70
19010129	1901	1	29	49600	49.60
19010130	1901	1	30	49400	49.40
19010131	1901	1	31	34400	34.40
19010201	1901	2	1	26700	26.70
19010202	1901	2	2	23200	23.20
19010203	1901	2	3	23300	23.30
19010204	1901	2	4	27600	27.60
19010205	1901	2	5	31700	31.70
19010206	1901	2	6	37600	37.60
19010207	1901	2	7	33900	33.90
19010208	1901	2	8	23200	23.20
19010209	1901	2	9	21000	21.00
19010210	1901	2	10	20300	20.30
19010211	1901	2	11	13800	13.80
19010212	1901	2	12	10800	10.80
19010213	1901	2	13	8920	8.92
19010214	1901	2	14	10900	10.90
19010215	1901	2	15	8850	8.85
19010216	1901	2	16	6940	6.94
19010217	1901	2	17	6700	6.70
19010218	1901	2	18	7150	7.15
19010219	1901	2	19	5500	5.50
19010220	1901	2	20	4610	4.61
19010221	1901	2	21	3670	3.67
19010222	1901	2	22	3300	3.30
19010223	1901	2	23	3520	3.52
19010224	1901	2	24	4250	4.25
19010225	1901	2	25	4300	4.30
19010226	1901	2	26	4300	4.30
19010227	1901	2	27	4760	4.76
19010228	1901	2	28	10500	10.50
19010301	1901	3	1	23000	23.00
19010302	1901	3	2	25500	25.50
19010303	1901	3	3	28400	28.40
19010304	1901	3	4	35300	35.30
19010305	1901	3	5	47100	47.10
19010306	1901	3	6	50600	50.60
19010307	1901	3	7	47200	47.20
19010308	1901	3	8	41600	41.60
19010309	1901	3	9	33300	33.30
19010310	1901	3	10	27900	27.90
19010311	1901	3	11	24600	24.60
19010312	1901	3	12	27400	27.40
19010313	1901	3	13	40100	40.10
19010314	1901	3	14	54000	54.00
19010315	1901	3	15	45500	45.50
19010316	1901	3	16	44100	44.10
19010317	1901	3	17	44400	44.40
19010318	1901	3	18	40800	40.80
19010319	1901	3	19	42200	42.20
19010320	1901	3	20	43100	43.10
19010321	1901	3	21	71000	71.00
19010322	1901	3	22	53800	53.80
19010323	1901	3	23	36000	36.00
19010324	1901	3	24	28800	28.80
19010325	1901	3	25	26800	26.80
19010326	1901	3	26	23900	23.90
19010327	1901	3	27	20300	20.30
19010328	1901	3	28	20500	20.50
19010329	1901	3	29	22000	22.00
19010330	1901	3	30	18500	18.50
19010331	1901	3	31	16200	16.20
19010401	1901	4	1	13200	13.20
19010402	1901	4	2	12900	12.90
19010403	1901	4	3	13400	13.40
19010404	1901	4	4	12200	12.20
19010405	1901	4	5	24000	24.00
19010406	1901	4	6	56300	56.30
19010407	1901	4	7	47000	47.00
19010408	1901	4	8	70900	70.90
19010409	1901	4	9	94100	94.10
19010410	1901	4	10	70400	70.40
19010411	1901	4	11	51100	51.10
19010412	1901	4	12	42600	42.60
19010413	1901	4	13	52500	52.50
19010414	1901	4	14	67000	67.00
19010415	1901	4	15	126000	126.00
19010416	1901	4	16	113000	113.00
19010417	1901	4	17	101000	101.00
19010418	1901	4	18	108000	108.00
19010419	1901	4	19	63100	63.10
19010420	1901	4	20	44100	44.10
19010421	1901	4	21	36900	36.90
19010422	1901	4	22	28500	28.50
19010423	1901	4	23	23300	23.30
19010424	1901	4	24	21500	21.50
19010425	1901	4	25	19900	19.90
19010426	1901	4	26	17600	17.60
19010427	1901	4	27	18500	18.50
19010428	1901	4	28	27500	27.50
19010429	1901	4	29	19600	19.60
19010430	1901	4	30	21300	21.30
19010501	1901	5	1	28700	28.70
19010502	1901	5	2	22700	22.70
19010503	1901	5	3	18700	18.70
19010504	1901	5	4	15400	15.40
19010505	1901	5	5	14300	14.30
19010506	1901	5	6	14800	14.80
19010507	1901	5	7	15200	15.20
19010508	1901	5	8	16100	16.10
19010509	1901	5	9	16200	16.20
19010510	1901	5	10	17600	17.60
19010511	1901	5	11	17200	17.20
19010512	1901	5	12	16700	16.70
19010513	1901	5	13	15300	15.30
19010514	1901	5	14	13900	13.90
19010515	1901	5	15	12700	12.70
19010516	1901	5	16	11400	11.40
19010517	1901	5	17	12000	12.00
19010518	1901	5	18	10400	10.40
19010519	1901	5	19	9050	9.05
19010520	1901	5	20	9470	9.47
19010521	1901	5	21	7500	7.50
19010522	1901	5	22	6370	6.37
19010523	1901	5	23	5950	5.95
19010524	1901	5	24	5110	5.11
19010525	1901	5	25	5560	5.56
19010526	1901	5	26	5950	5.95
19010527	1901	5	27	6430	6.43
19010528	1901	5	28	5140	5.14
19010529	1901	5	29	5050	5.05
19010530	1901	5	30	3950	3.95
19010531	1901	5	31	4130	4.13
19010601	1901	6	1	3530	3.53
19010602	1901	6	2	3210	3.21
19010603	1901	6	3	3710	3.71
19010604	1901	6	4	2720	2.72
19010605	1901	6	5	2920	2.92
19010606	1901	6	6	2240	2.24
19010607	1901	6	7	2350	2.35
19010608	1901	6	8	2050	2.05
19010609	1901	6	9	2140	2.14
19010610	1901	6	10	2890	2.89
19010611	1901	6	11	2970	2.97
19010612	1901	6	12	4900	4.90
19010613	1901	6	13	2400	2.40
19010614	1901	6	14	1910	1.91
19010615	1901	6	15	1870	1.87
19010616	1901	6	16	1380	1.38
19010617	1901	6	17	1590	1.59
19010618	1901	6	18	1530	1.53
19010619	1901	6	19	780	0.78
19010620	1901	6	20	498	0.50
19010621	1901	6	21	890	0.89
19010622	1901	6	22	1170	1.17
19010623	1901	6	23	646	0.65
19010624	1901	6	24	807	0.81
19010625	1901	6	25	299	0.30
19010626	1901	6	26	210	0.21
19010627	1901	6	27	216	0.22
19010628	1901	6	28	125	0.13
19010629	1901	6	29	110	0.11
19010630	1901	6	30	418	0.42
19010701	1901	7	1	1340	1.34
19010702	1901	7	2	1860	1.86
19010703	1901	7	3	2270	2.27
19010704	1901	7	4	2440	2.44
19010705	1901	7	5	1710	1.71
19010706	1901	7	6	1790	1.79
19010707	1901	7	7	1170	1.17
19010708	1901	7	8	1170	1.17
19010709	1901	7	9	869	0.87
19010710	1901	7	10	916	0.92
19010711	1901	7	11	1090	1.09
19010712	1901	7	12	269	0.27
19010713	1901	7	13	93	0.09
19010714	1901	7	14	190	0.19
19010715	1901	7	15	305	0.30
19010716	1901	7	16	140	0.14
19010717	1901	7	17	94	0.09
19010718	1901	7	18	74	0.07
19010719	1901	7	19	81	0.08
19010720	1901	7	20	148	0.15
19010721	1901	7	21	123	0.12
19010722	1901	7	22	477	0.48
19010723	1901	7	23	1030	1.03
19010724	1901	7	24	730	0.73
19010725	1901	7	25	757	0.76
19010726	1901	7	26	224	0.22
19010727	1901	7	27	343	0.34
19010728	1901	7	28	788	0.79
19010729	1901	7	29	891	0.89
19010730	1901	7	30	572	0.57
19010731	1901	7	31	727	0.73
19010801	1901	8	1	644	0.64
19010802	1901	8	2	520	0.52
19010803	1901	8	3	694	0.69
19010804	1901	8	4	428	0.43
19010805	1901	8	5	543	0.54
19010806	1901	8	6	231	0.23
19010807	1901	8	7	280	0.28
19010808	1901	8	8	195	0.20
19010809	1901	8	9	123	0.12
19010810	1901	8	10	246	0.25
19010811	1901	8	11	299	0.30
19010812	1901	8	12	840	0.84
19010813	1901	8	13	389	0.39
19010814	1901	8	14	109	0.11
19010815	1901	8	15	145	0.14
19010816	1901	8	16	211	0.21
19010817	1901	8	17	68	0.07
19010818	1901	8	18	143	0.14
19010819	1901	8	19	360	0.36
19010820	1901	8	20	131	0.13
19010821	1901	8	21	69	0.07
19010822	1901	8	22	45	0.05
19010823	1901	8	23	52	0.05
19010824	1901	8	24	54	0.05
19010825	1901	8	25	90	0.09
19010826	1901	8	26	74	0.07
19010827	1901	8	27	69	0.07
19010828	1901	8	28	86	0.09
19010829	1901	8	29	60	0.06
19010830	1901	8	30	63	0.06
19010831	1901	8	31	82	0.08
19010901	1901	9	1	119	0.12
19010902	1901	9	2	135	0.14
19010903	1901	9	3	57	0.06
19010904	1901	9	4	169	0.17
19010905	1901	9	5	347	0.35
19010906	1901	9	6	94	0.09
19010907	1901	9	7	46	0.05
19010908	1901	9	8	72	0.07
19010909	1901	9	9	114	0.11
19010910	1901	9	10	65	0.06
19010911	1901	9	11	41	0.04
19010912	1901	9	12	142	0.14
19010913	1901	9	13	1270	1.27
19010914	1901	9	14	8090	8.09
19010915	1901	9	15	9500	9.50
19010916	1901	9	16	9500	9.50
19010917	1901	9	17	7690	7.69
19010918	1901	9	18	6520	6.52
19010919	1901	9	19	4530	4.53
19010920	1901	9	20	3580	3.58
19010921	1901	9	21	4540	4.54
19010922	1901	9	22	5710	5.71
19010923	1901	9	23	5740	5.74
19010924	1901	9	24	5180	5.18
19010925	1901	9	25	6880	6.88
19010926	1901	9	26	5170	5.17
19010927	1901	9	27	5200	5.20
19010928	1901	9	28	4070	4.07
19010929	1901	9	29	3690	3.69
19010930	1901	9	30	4510	4.51
19011001	1901	10	1	3670	3.67
19011002	1901	10	2	3420	3.42
19011003	1901	10	3	3720	3.72
19011004	1901	10	4	4160	4.16
19011005	1901	10	5	11300	11.30
19011006	1901	10	6	27600	27.60
19011007	1901	10	7	27700	27.70
19011008	1901	10	8	25600	25.60
19011009	1901	10	9	24300	24.30
19011010	1901	10	10	27400	27.40
19011011	1901	10	11	23600	23.60
19011012	1901	10	12	20600	20.60
19011013	1901	10	13	18600	18.60
19011014	1901	10	14	16800	16.80
19011015	1901	10	15	13000	13.00
19011016	1901	10	16	11700	11.70
19011017	1901	10	17	11100	11.10
19011018	1901	10	18	9050	9.05
19011019	1901	10	19	8430	8.43
19011020	1901	10	20	15300	15.30
19011021	1901	10	21	30100	30.10
19011022	1901	10	22	29500	29.50
19011023	1901	10	23	25100	25.10
19011024	1901	10	24	19900	19.90
19011025	1901	10	25	18200	18.20
19011026	1901	10	26	18300	18.30
19011027	1901	10	27	17800	17.80
19011028	1901	10	28	18600	18.60
19011029	1901	10	29	15700	15.70
19011030	1901	10	30	12800	12.80
19011031	1901	10	31	10600	10.60
19011101	1901	11	1	10000	10.00
19011102	1901	11	2	10600	10.60
19011103	1901	11	3	10900	10.90
19011104	1901	11	4	18000	18.00
19011105	1901	11	5	14800	14.80
19011106	1901	11	6	10900	10.90
19011107	1901	11	7	7750	7.75
19011108	1901	11	8	7240	7.24
19011109	1901	11	9	7550	7.55
19011110	1901	11	10	6340	6.34
19011111	1901	11	11	4530	4.53
19011112	1901	11	12	4840	4.84
19011113	1901	11	13	5050	5.05
19011114	1901	11	14	5920	5.92
19011115	1901	11	15	6790	6.79
19011116	1901	11	16	6700	6.70
19011117	1901	11	17	7150	7.15
19011118	1901	11	18	5330	5.33
19011119	1901	11	19	4070	4.07
19011120	1901	11	20	3690	3.69
19011121	1901	11	21	4800	4.80
19011122	1901	11	22	5230	5.23
19011123	1901	11	23	5710	5.71
19011124	1901	11	24	4510	4.51
19011125	1901	11	25	4550	4.55
19011126	1901	11	26	3560	3.56
19011127	1901	11	27	2980	2.98
19011128	1901	11	28	3380	3.38
19011129	1901	11	29	3380	3.38
19011130	1901	11	30	2610	2.61
19011201	1901	12	1	2930	2.93
19011202	1901	12	2	2940	2.94
19011203	1901	12	3	2520	2.52
19011204	1901	12	4	3430	3.43
19011205	1901	12	5	2980	2.98
19011206	1901	12	6	3040	3.04
19011207	1901	12	7	2900	2.90
19011208	1901	12	8	4060	4.06
19011209	1901	12	9	4040	4.04
19011210	1901	12	10	5000	5.00
19011211	1901	12	11	6100	6.10
19011212	1901	12	12	7680	7.68
19011213	1901	12	13	7590	7.59
19011214	1901	12	14	7820	7.82
19011215	1901	12	15	12900	12.90
19011216	1901	12	16	19800	19.80
19011217	1901	12	17	15300	15.30
19011218	1901	12	18	12800	12.80
19011219	1901	12	19	16300	16.30
19011220	1901	12	20	28900	28.90
19011221	1901	12	21	23000	23.00
19011222	1901	12	22	20400	20.40
19011223	1901	12	23	20700	20.70
19011224	1901	12	24	32000	32.00
19011225	1901	12	25	67400	67.40
19011226	1901	12	26	63000	63.00
19011227	1901	12	27	50500	50.50
19011228	1901	12	28	41200	41.20
19011229	1901	12	29	35100	35.10
19011230	1901	12	30	36000	36.00
19011231	1901	12	31	35600	35.60
19020101	1902	1	1	31700	31.70
19020102	1902	1	2	33000	33.00
19020103	1902	1	3	46200	46.20
19020104	1902	1	4	44200	44.20
19020105	1902	1	5	36000	36.00
19020106	1902	1	6	29700	29.70
19020107	1902	1	7	25900	25.90
19020108	1902	1	8	22700	22.70
19020109	1902	1	9	19800	19.80
19020110	1902	1	10	18400	18.40
19020111	1902	1	11	18800	18.80
19020112	1902	1	12	16700	16.70
19020113	1902	1	13	14700	14.70
19020114	1902	1	14	13700	13.70
19020115	1902	1	15	11500	11.50
19020116	1902	1	16	8530	8.53
19020117	1902	1	17	7810	7.81
19020118	1902	1	18	7400	7.40
19020119	1902	1	19	6550	6.55
19020120	1902	1	20	6640	6.64
19020121	1902	1	21	5470	5.47
19020122	1902	1	22	5260	5.26
19020123	1902	1	23	5710	5.71
19020124	1902	1	24	5180	5.18
19020125	1902	1	25	7820	7.82
19020126	1902	1	26	8330	8.33
19020127	1902	1	27	24600	24.60
19020128	1902	1	28	72000	72.00
19020129	1902	1	29	53700	53.70
19020130	1902	1	30	39200	39.20
19020131	1902	1	31	29700	29.70
19020201	1902	2	1	24700	24.70
19020202	1902	2	2	20100	20.10
19020203	1902	2	3	16800	16.80
19020204	1902	2	4	16700	16.70
19020205	1902	2	5	15300	15.30
19020206	1902	2	6	15500	15.50
19020207	1902	2	7	23900	23.90
19020208	1902	2	8	39700	39.70
19020209	1902	2	9	45400	45.40
19020210	1902	2	10	40100	40.10
19020211	1902	2	11	33400	33.40
19020212	1902	2	12	26800	26.80
19020213	1902	2	13	24100	24.10
19020214	1902	2	14	23000	23.00
19020215	1902	2	15	21500	21.50
19020216	1902	2	16	19200	19.20
19020217	1902	2	17	15400	15.40
19020218	1902	2	18	13900	13.90
19020219	1902	2	19	12900	12.90
19020220	1902	2	20	11900	11.90
19020221	1902	2	21	11800	11.80
19020222	1902	2	22	10400	10.40
19020223	1902	2	23	10500	10.50
19020224	1902	2	24	9600	9.60
19020225	1902	2	25	9500	9.50
19020226	1902	2	26	7880	7.88
19020227	1902	2	27	8760	8.76
19020228	1902	2	28	10100	10.10
19020301	1902	3	1	6700	6.70
19020302	1902	3	2	7370	7.37
19020303	1902	3	3	7910	7.91
19020304	1902	3	4	6950	6.95
19020305	1902	3	5	8070	8.07
19020306	1902	3	6	6910	6.91
19020307	1902	3	7	6340	6.34
19020308	1902	3	8	6490	6.49
19020309	1902	3	9	6640	6.64
19020310	1902	3	10	5650	5.65
19020311	1902	3	11	5230	5.23
19020312	1902	3	12	4200	4.20
19020313	1902	3	13	3530	3.53
19020314	1902	3	14	2980	2.98
19020315	1902	3	15	3500	3.50
19020316	1902	3	16	4710	4.71
19020317	1902	3	17	5510	5.51
19020318	1902	3	18	4250	4.25
19020319	1902	3	19	5320	5.32
19020320	1902	3	20	5080	5.08
19020321	1902	3	21	13900	13.90
19020322	1902	3	22	55500	55.50
19020323	1902	3	23	57200	57.20
19020324	1902	3	24	34600	34.60
19020325	1902	3	25	29700	29.70
19020326	1902	3	26	29100	29.10
19020327	1902	3	27	37100	37.10
19020328	1902	3	28	87600	87.60
19020329	1902	3	29	71500	71.50
19020330	1902	3	30	71600	71.60
19020331	1902	3	31	84200	84.20
19020401	1902	4	1	59900	59.90
19020402	1902	4	2	44300	44.30
19020403	1902	4	3	35500	35.50
19020404	1902	4	4	31500	31.50
19020405	1902	4	5	26500	26.50
19020406	1902	4	6	23700	23.70
19020407	1902	4	7	23000	23.00
19020408	1902	4	8	18700	18.70
19020409	1902	4	9	15700	15.70
19020410	1902	4	10	15800	15.80
19020411	1902	4	11	15700	15.70
19020412	1902	4	12	14500	14.50
19020413	1902	4	13	16100	16.10
19020414	1902	4	14	17000	17.00
19020415	1902	4	15	14300	14.30
19020416	1902	4	16	13300	13.30
19020417	1902	4	17	15600	15.60
19020418	1902	4	18	15900	15.90
19020419	1902	4	19	14500	14.50
19020420	1902	4	20	12900	12.90
19020421	1902	4	21	12500	12.50
19020422	1902	4	22	14100	14.10
19020423	1902	4	23	13000	13.00
19020424	1902	4	24	13200	13.20
19020425	1902	4	25	11200	11.20
19020426	1902	4	26	11600	11.60
19020427	1902	4	27	11500	11.50
19020428	1902	4	28	10500	10.50
19020429	1902	4	29	9210	9.21
19020430	1902	4	30	8400	8.40
19020501	1902	5	1	8400	8.40
19020502	1902	5	2	9820	9.82
19020503	1902	5	3	9760	9.76
19020504	1902	5	4	10800	10.80
19020505	1902	5	5	10300	10.30
19020506	1902	5	6	8460	8.46
19020507	1902	5	7	7620	7.62
19020508	1902	5	8	7060	7.06
19020509	1902	5	9	6670	6.67
19020510	1902	5	10	5830	5.83
19020511	1902	5	11	6640	6.64
19020512	1902	5	12	6970	6.97
19020513	1902	5	13	5360	5.36
19020514	1902	5	14	5540	5.54
19020515	1902	5	15	4110	4.11
19020516	1902	5	16	5360	5.36
19020517	1902	5	17	8290	8.29
19020518	1902	5	18	15000	15.00
19020519	1902	5	19	27400	27.40
19020520	1902	5	20	38000	38.00
19020521	1902	5	21	32000	32.00
19020522	1902	5	22	31300	31.30
19020523	1902	5	23	27700	27.70
19020524	1902	5	24	27400	27.40
19020525	1902	5	25	25200	25.20
19020526	1902	5	26	22900	22.90
19020527	1902	5	27	20000	20.00
19020528	1902	5	28	18100	18.10
19020529	1902	5	29	20000	20.00
19020530	1902	5	30	13200	13.20
19020531	1902	5	31	11900	11.90
19020601	1902	6	1	13200	13.20
19020602	1902	6	2	14900	14.90
19020603	1902	6	3	12900	12.90
19020604	1902	6	4	11700	11.70
19020605	1902	6	5	11100	11.10
19020606	1902	6	6	11000	11.00
19020607	1902	6	7	15700	15.70
19020608	1902	6	8	17500	17.50
19020609	1902	6	9	17900	17.90
19020610	1902	6	10	15700	15.70
19020611	1902	6	11	15200	15.20
19020612	1902	6	12	13700	13.70
19020613	1902	6	13	13100	13.10
19020614	1902	6	14	13500	13.50
19020615	1902	6	15	9730	9.73
19020616	1902	6	16	8470	8.47
19020617	1902	6	17	9630	9.63
19020618	1902	6	18	7860	7.86
19020619	1902	6	19	5890	5.89
19020620	1902	6	20	6640	6.64
19020621	1902	6	21	8500	8.50
19020622	1902	6	22	9980	9.98
19020623	1902	6	23	7350	7.35
19020624	1902	6	24	5330	5.33
19020625	1902	6	25	4200	4.20
19020626	1902	6	26	3530	3.53
19020627	1902	6	27	2690	2.69
19020628	1902	6	28	2220	2.22
19020629	1902	6	29	2640	2.64
19020630	1902	6	30	2930	2.93
19020701	1902	7	1	2240	2.24
19020702	1902	7	2	2450	2.45
19020703	1902	7	3	2460	2.46
19020704	1902	7	4	2560	2.56
19020705	1902	7	5	2460	2.46
19020706	1902	7	6	1640	1.64
19020707	1902	7	7	1650	1.65
19020708	1902	7	8	1370	1.37
19020709	1902	7	9	1590	1.59
19020710	1902	7	10	1530	1.53
19020711	1902	7	11	886	0.89
19020712	1902	7	12	824	0.82
19020713	1902	7	13	1120	1.12
19020714	1902	7	14	1080	1.08
19020715	1902	7	15	692	0.69
19020716	1902	7	16	879	0.88
19020717	1902	7	17	1210	1.21
19020718	1902	7	18	1720	1.72
19020719	1902	7	19	573	0.57
19020720	1902	7	20	789	0.79
19020721	1902	7	21	1550	1.55
19020722	1902	7	22	1480	1.48
19020723	1902	7	23	1050	1.05
19020724	1902	7	24	1880	1.88
19020725	1902	7	25	1770	1.77
19020726	1902	7	26	1940	1.94
19020727	1902	7	27	1200	1.20
19020728	1902	7	28	1750	1.75
19020729	1902	7	29	906	0.91
19020730	1902	7	30	670	0.67
19020731	1902	7	31	1290	1.29
19020801	1902	8	1	818	0.82
19020802	1902	8	2	1860	1.86
19020803	1902	8	3	1770	1.77
19020804	1902	8	4	2010	2.01
19020805	1902	8	5	1030	1.03
19020806	1902	8	6	657	0.66
19020807	1902	8	7	469	0.47
19020808	1902	8	8	521	0.52
19020809	1902	8	9	370	0.37
19020810	1902	8	10	577	0.58
19020811	1902	8	11	729	0.73
19020812	1902	8	12	355	0.35
19020813	1902	8	13	187	0.19
19020814	1902	8	14	183	0.18
19020815	1902	8	15	372	0.37
19020816	1902	8	16	428	0.43
19020817	1902	8	17	284	0.28
19020818	1902	8	18	918	0.92
19020819	1902	8	19	363	0.36
19020820	1902	8	20	258	0.26
19020821	1902	8	21	414	0.41
19020822	1902	8	22	200	0.20
19020823	1902	8	23	91	0.09
19020824	1902	8	24	289	0.29
19020825	1902	8	25	714	0.71
19020826	1902	8	26	165	0.17
19020827	1902	8	27	113	0.11
19020828	1902	8	28	294	0.29
19020829	1902	8	29	116	0.12
19020830	1902	8	30	115	0.12
19020831	1902	8	31	628	0.63
19020901	1902	9	1	735	0.73
19020902	1902	9	2	498	0.50
19020903	1902	9	3	843	0.84
19020904	1902	9	4	1450	1.45
19020905	1902	9	5	1920	1.92
19020906	1902	9	6	1690	1.69
19020907	1902	9	7	2010	2.01
19020908	1902	9	8	1680	1.68
19020909	1902	9	9	1570	1.57
19020910	1902	9	10	2590	2.59
19020911	1902	9	11	2920	2.92
19020912	1902	9	12	1630	1.63
19020913	1902	9	13	694	0.69
19020914	1902	9	14	1500	1.50
19020915	1902	9	15	2000	2.00
19020916	1902	9	16	1230	1.23
19020917	1902	9	17	1280	1.28
19020918	1902	9	18	1040	1.04
19020919	1902	9	19	1410	1.41
19020920	1902	9	20	315	0.32
19020921	1902	9	21	373	0.37
19020922	1902	9	22	804	0.80
19020923	1902	9	23	142	0.14
19020924	1902	9	24	259	0.26
19020925	1902	9	25	1480	1.48
19020926	1902	9	26	1280	1.28
19020927	1902	9	27	395	0.40
19020928	1902	9	28	577	0.58
19020929	1902	9	29	919	0.92
19020930	1902	9	30	801	0.80
19021001	1902	10	1	295	0.29
19021002	1902	10	2	499	0.50
19021003	1902	10	3	1250	1.25
19021004	1902	10	4	2540	2.54
19021005	1902	10	5	2060	2.06
19021006	1902	10	6	1500	1.50
19021007	1902	10	7	1100	1.10
19021008	1902	10	8	2030	2.03
19021009	1902	10	9	1520	1.52
19021010	1902	10	10	1550	1.55
19021011	1902	10	11	928	0.93
19021012	1902	10	12	2320	2.32
19021013	1902	10	13	1460	1.46
19021014	1902	10	14	1150	1.15
19021015	1902	10	15	998	1.00
19021016	1902	10	16	764	0.76
19021017	1902	10	17	1720	1.72
19021018	1902	10	18	937	0.94
19021019	1902	10	19	2720	2.72
19021020	1902	10	20	5030	5.03
19021021	1902	10	21	4800	4.80
19021022	1902	10	22	5510	5.51
19021023	1902	10	23	4110	4.11
19021024	1902	10	24	4820	4.82
